Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
"Knepel, Jacob",OMA,32,LF,ML,139,0.26500000000000001,0.32,0.43099999999999999,529,140,12,2,24,80,76,43,103,0,0,21,0
"Knight, Briley",TEX,34,LF,ML,152,0.27900000000000003,0.32500000000000001,0.41599999999999998,606,169,22,2,19,81,90,41,116,0,2,19,2
"Koch, Torii",LAKE,32,RF,ML,152,0.25600000000000001,0.307,0.41699999999999998,468,120,16,1,19,67,36,34,99,3,7,6,1
"Kohlmeier, Shane",ELP,29,RF,ML,73,0.25600000000000001,0.312,0.372,234,60,15,0,4,30,27,19,33,1,2,4,0
"Koval Jr, Elijah",FRIS,31,2B,ML,151,0.29599999999999999,0.35499999999999998,0.51400000000000001,584,173,28,3,31,101,101,53,123,0,3,23,2
"Kringle, Kris",ERIE,31,RF,ML,158,0.309,0.374,0.56499999999999995,634,196,48,3,36,126,122,66,85,0,0,23,0
"Kruczek, John",TEX,39,CF,ML,156,0.25900000000000001,0.32900000000000001,0.30399999999999999,536,139,18,0,2,75,49,56,50,21,8,15,0
"Kruse, Ryan",WISC,39,C,ML,140,0.29199999999999998,0.35299999999999998,0.42799999999999999,537,157,28,0,15,86,78,50,47,0,1,20,1
"Kulakowski, Adrian",IDA,27,C,ML,134,0.24399999999999999,0.27,0.41,271,66,18,0,9,34,36,10,40,0,0,5,0
"Kuthe, Dave",FRIS,25,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lane, Somerset",LV,36,RF,ML,123,0.26400000000000001,0.30099999999999999,0.41399999999999998,413,109,29,3,9,55,51,22,47,7,4,16,0
"Larimore, Roberto",SF,28,3B,ML,127,0.311,0.36799999999999999,0.44,334,104,18,2,7,51,47,30,37,0,1,12,1
"Laroque, Jonathan",OMA,33,2B,ML,154,0.28599999999999998,0.36599999999999999,0.48299999999999998,632,181,25,0,33,109,86,79,120,0,0,16,0
"Larose, Davy",SUGR,31,1B,ML,62,0.28299999999999997,0.36,0.40300000000000002,226,64,12,0,5,29,34,27,44,0,1,8,1
"Lasch, Joel",NORW,32,CF,ML,156,0.26700000000000002,0.33800000000000002,0.46700000000000003,595,159,36,4,25,97,113,64,141,11,6,23,0
"Lawrence, Ben",FRIS,30,C,ML,149,0.30399999999999999,0.35599999999999998,0.41099999999999998,618,188,31,4,9,76,58,50,62,0,2,23,2
"Leach, Zachary",PEOR,27,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lee, Nap",DAY,26,2B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepaque, Francois",EDMO,37,LF,ML,68,0.27800000000000002,0.316,0.41699999999999998,108,30,3,0,4,16,14,6,16,0,0,5,0
"Lewis, Ren",OMA,35,CF,ML,68,0.27600000000000002,0.41,0.42799999999999999,145,40,4,0,6,32,24,33,36,1,1,2,1
"Lin, Frank",ELP,29,LF,ML,97,0.23699999999999999,0.30099999999999999,0.28199999999999997,131,31,4,1,0,18,13,12,13,6,11,5,0
"Linsey, Wendell",MAHO,24,RF,ML,36,0.20300000000000001,0.23699999999999999,0.376,133,27,4,2,5,15,22,6,26,0,0,6,0
"Lippert, Maz",ALTO,36,CF,ML,161,0.375,0.45300000000000001,0.502,664,249,53,5,7,145,81,95,45,13,11,26,0
"Lira, Mike",SCRN,27,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lopez, Walt",LV,24,3B,ML,63,0.22,0.30399999999999999,0.44,141,31,7,0,8,21,23,17,26,0,1,3,1
"Lord, Ralph",LOUI,31,RF,ML,82,0.32100000000000001,0.371,0.56799999999999995,162,52,7,0,11,25,31,13,37,0,1,4,1
"Lorts, Gary",OKC,31,1B,ML,136,0.26100000000000001,0.31900000000000001,0.43099999999999999,499,130,10,0,25,78,79,43,128,0,0,22,0
"Louissaint, Jerry",SF,27,C,ML,146,0.30199999999999999,0.34300000000000003,0.51100000000000001,566,171,29,7,25,93,115,35,70,26,7,21,1
"Luther, Lucius",BANG,25,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MacIntosh, Noodles",BANG,29,LF,ML,122,0.246,0.30199999999999999,0.32600000000000001,187,46,4,1,3,36,29,15,29,17,5,3,0
"Magby, Jose",CHES,30,RF,ML,156,0.30299999999999999,0.33800000000000002,0.51300000000000001,591,179,37,3,27,77,104,31,91,6,1,16,0
"Maller, Timothy",SCRN,25,SS,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mann, Mark",MAIN,29,2B,ML,126,0.32300000000000001,0.34399999999999997,0.40600000000000003,468,151,20,5,3,53,56,15,43,1,0,14,0
"Manoogian, Deuce",BANG,31,LF,ML,157,0.34599999999999997,0.39700000000000002,0.504,621,215,38,3,18,101,108,52,90,0,0,19,0
"Manton, Dennis",PEOR,25,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maple, Moshe",LAKE,26,3B,ML,150,0.30099999999999999,0.34,0.44700000000000001,602,181,28,0,20,73,101,36,117,0,1,18,1
"Marin, Cheech",OKC,30,1B,ML,144,0.28199999999999997,0.36199999999999999,0.42499999999999999,478,135,28,2,12,70,53,60,103,0,0,9,0
"Marinucci, Izzy",MAHO,27,2B,ML,120,0.29799999999999999,0.34899999999999998,0.44,366,109,13,0,13,66,51,29,25,9,5,13,1
"Marriott, Francis",LOUI,25,SS,ML,142,0.29699999999999999,0.35099999999999998,0.57799999999999996,445,132,25,2,32,83,81,37,67,6,1,16,1
"Martin, Mario",SF,24,3B,ML,154,0.28499999999999998,0.33900000000000002,0.48399999999999999,585,167,23,3,29,80,107,47,91,3,5,18,1
"Matchette, Paul",IDA,26,2B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauricio, Brian",SUGR,30,RF,ML,111,0.30499999999999999,0.34499999999999997,0.48799999999999999,246,75,12,3,9,32,31,15,72,1,2,10,1
"McCloud, Fox",CHES,30,SS,ML,157,0.32400000000000001,0.36199999999999999,0.44,666,216,54,1,7,115,71,39,66,18,6,13,0
"McColl, Jerry",ALTO,31,C,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McCray, Bill",ROME,32,1B,ML,155,0.26700000000000002,0.32900000000000001,0.39,531,142,24,4,11,75,64,49,115,0,2,16,0
"McDichael, Sleve",RICH,34,SS,ML,157,0.26700000000000002,0.33100000000000002,0.39700000000000002,580,155,18,3,17,99,85,55,119,0,0,19,0
"McDonald, Ron",NORW,24,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGaughy, Randall",TEX,36,SS,ML,154,0.316,0.33400000000000002,0.33900000000000002,703,222,10,3,0,79,48,19,65,20,9,10,0
"McIntyre, George",FRIS,29,3B,ML,154,0.311,0.34300000000000003,0.48699999999999999,575,179,27,4,22,80,88,28,69,17,8,20,3
"McMurray, Jim",LOUI,25,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McNett, Wesley",MAHO,28,2B,ML,155,0.251,0.32900000000000001,0.47799999999999998,581,146,26,2,34,89,89,67,88,1,0,29,0
"McNiell, Joe",SF,27,LF,ML,122,0.246,0.315,0.377,130,32,6,4,1,26,12,13,24,6,3,5,0
"McPheron, Anthony",ROME,28,C,ML,43,0.35499999999999998,0.39400000000000002,0.40300000000000002,62,22,3,0,0,4,9,4,4,0,1,2,1
"McWhorter, John",ERIE,26,3B,ML,155,0.28599999999999998,0.35499999999999998,0.59799999999999998,580,166,46,0,45,119,133,62,155,0,1,14,1
"Melching, Jose",PEOR,30,SS,ML,158,0.27600000000000002,0.378,0.41199999999999998,565,156,21,1,18,106,83,93,73,43,17,31,1
"Mensick, Nemo",PEOR,31,2B,ML,154,0.30499999999999999,0.38,0.51400000000000001,613,187,53,3,23,117,65,74,91,0,2,18,2
"Micelli, Anthony",CHES,27,2B,ML,154,0.28599999999999998,0.34699999999999998,0.46600000000000003,594,170,16,5,27,92,90,55,99,0,1,13,1
"Michlin, Scott",LV,36,3B,ML,157,0.34699999999999998,0.373,0.46600000000000003,663,230,43,3,10,107,78,28,27,1,0,35,0
"Mills, Sterling",AUCK,28,RF,ML,128,0.25900000000000001,0.29199999999999998,0.35399999999999998,294,76,14,4,2,41,43,14,39,16,10,12,0
"Moher, Douglas",PORT,34,CF,ML,156,0.315,0.38900000000000001,0.38,632,199,31,2,2,101,62,77,40,17,9,22,0
"Moir, Stuart",CASP,25,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moizoos, Ibrahim",RICH,24,LF,ML,8,0.3,0.46200000000000002,0.3,10,3,0,0,0,2,3,3,1,0,0,0,0
"Monterroso, Lawrence",ROME,29,2B,ML,153,0.30399999999999999,0.38300000000000001,0.435,556,169,31,3,12,72,82,71,168,1,2,15,2
"Montgomery, Mayday",LAKE,32,CF,ML,153,0.33600000000000002,0.42099999999999999,0.61499999999999999,610,205,21,1,49,125,122,90,97,0,0,24,0
"Morena, Otto",TEX,31,3B,ML,152,0.29499999999999998,0.36399999999999999,0.51400000000000001,584,172,43,2,27,92,93,64,44,0,1,17,1
"Morris, Lucien",ERIE,29,SS,ML,157,0.27900000000000003,0.32900000000000001,0.45100000000000001,563,157,31,3,20,73,68,42,110,0,0,15,0
"Morris, Simon",NORW,29,1B,ML,47,0.28199999999999997,0.36499999999999999,0.42399999999999999,85,24,6,0,2,18,12,11,8,6,5,6,1
"Moxie, Maxx",SUGR,27,3B,ML,152,0.27700000000000002,0.34300000000000003,0.52600000000000002,559,155,29,4,34,90,102,56,112,1,0,10,0
"Murakami, Munetaka",RICH,26,3B,ML,154,0.312,0.34399999999999997,0.48299999999999998,663,207,46,2,21,98,97,32,74,6,8,37,4
"Murray, Maximilian",ELP,26,C,ML,150,0.26,0.32500000000000001,0.40699999999999997,538,140,23,4,16,77,72,52,136,17,21,14,1
"Murrish, Lowell",FRIS,32,SS,ML,158,0.27200000000000002,0.34200000000000003,0.42699999999999999,578,157,26,2,20,98,99,62,73,11,4,29,1
"Naomi, Kyrie",MIDL,32,RF,ML,154,0.34100000000000003,0.40100000000000002,0.51300000000000001,631,215,59,1,16,127,89,64,70,2,2,17,2
"Newman, L.O.",PORT,27,C,ML,91,0.26100000000000001,0.29499999999999998,0.29699999999999999,165,43,4,1,0,22,12,8,13,0,0,8,0
"Nieland, Alfonso",EDMO,25,CF,ML,12,0.30299999999999999,0.30299999999999999,0.45500000000000002,33,10,2,0,1,5,9,0,3,2,1,1,0
"Nienaber, Edmundo",SCRN,29,3B,ML,97,0.217,0.34899999999999998,0.33300000000000002,198,43,4,2,5,33,26,40,36,0,0,6,0
"Nissen, George",IDA,34,RF,ML,24,0.23,0.309,0.54100000000000004,61,14,1,0,6,11,12,7,8,0,0,1,0
"Ogg, Harold",LAKE,21,C,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ok, Jose",BANG,25,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olvera, Tom",LAKE,33,CF,ML,152,0.27100000000000002,0.38900000000000001,0.36299999999999999,502,136,18,2,8,89,48,97,97,2,1,18,0
"Oplinger, Gary",PEOR,27,RF,ML,115,0.308,0.42399999999999999,0.47299999999999998,393,121,19,5,12,72,54,79,52,0,6,26,5
"Outlaw, Dan",RICH,30,CF,ML,159,0.30399999999999999,0.375,0.59499999999999997,602,183,38,1,45,112,120,68,155,0,1,13,1
"Padilla, Joe",SCRN,34,1B,ML,154,0.23699999999999999,0.28899999999999998,0.31,583,138,20,1,7,55,60,43,85,0,0,8,0
"Paquin, Sol",CASP,27,1B,ML,153,0.308,0.36299999999999999,0.43099999999999999,568,175,27,2,13,71,82,49,98,1,1,28,1
"Parker, Rene",LAKE,29,2B,ML,131,0.27700000000000002,0.35099999999999998,0.44800000000000001,505,140,27,1,19,77,76,57,126,0,0,21,0
"Pasha, Brandon",ALTO,33,1B,ML,154,0.24299999999999999,0.29699999999999999,0.378,637,155,27,1,19,76,94,49,91,0,2,21,2
"Peck, Dean",SCRN,31,C,ML,152,0.33200000000000002,0.35299999999999998,0.47899999999999998,530,176,20,5,16,77,58,17,24,0,0,12,0
"Peeples, Ed",WISC,28,C,ML,154,0.34100000000000003,0.44500000000000001,0.55900000000000005,581,198,50,1,25,105,109,109,110,1,1,11,1
"Pendry, Brenton",WISC,36,1B,ML,155,0.28299999999999997,0.34499999999999997,0.45600000000000002,590,167,30,0,24,68,109,56,125,0,0,22,0
"Pennant, George",NORW,26,SS,ML,154,0.313,0.38700000000000001,0.505,639,200,49,16,14,118,78,77,124,4,3,24,1
"Peralto, Sung",AUCK,24,SS,ML,20,0.4,0.42899999999999999,0.6,40,16,2,0,2,11,11,2,8,5,1,3,0
"Perry, John",ROME,27,2B,ML,157,0.27200000000000002,0.32200000000000001,0.40300000000000002,613,167,32,3,14,81,69,45,122,1,0,33,0
"Peterson, Chubbs",MAIN,24,RF,ML,7,0.33300000000000002,0.45500000000000002,0.33300000000000002,9,3,0,0,0,1,2,2,0,0,0,0,0
"Pickelsimer, Logan",MIDL,34,LF,ML,130,0.26,0.308,0.34200000000000003,500,130,28,2,3,64,54,35,72,1,0,22,0
"Pierotti, Ben",MAIN,29,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pinder, Clifford",BANG,27,RF,ML,25,0.34899999999999998,0.41699999999999998,0.51200000000000001,43,15,3,2,0,8,4,5,6,0,0,0,0
"Placencia, Jordan",FRIS,25,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pollard, Carlos",RICH,30,3B,ML,119,0.26,0.28599999999999998,0.47899999999999998,192,50,5,2,11,35,30,7,50,1,0,9,0
"Pora, Jim",ERIE,27,RF,ML,61,0.27300000000000002,0.316,0.438,176,48,9,1,6,25,26,11,41,0,1,8,1
"Porter, Ham",PORT,29,C,ML,147,0.26,0.36099999999999999,0.49399999999999999,526,137,15,0,36,72,108,83,101,0,0,27,0
"Porth, Bob",MAIN,30,1B,ML,150,0.33300000000000002,0.38900000000000001,0.42799999999999999,598,199,28,4,7,97,61,55,33,28,18,22,2
"Press, Tomas",PORT,25,RF,ML,18,0.28199999999999997,0.33300000000000002,0.53800000000000003,39,11,1,0,3,5,6,3,12,0,1,1,0
"Price, Manuel",CASP,24,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pufnstuf, H.R.",FRIS,35,RF,ML,135,0.27800000000000002,0.374,0.40600000000000003,446,124,22,1,11,71,51,68,84,0,1,13,1
"Quintanilla, Jason",FRIS,23,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinto, Marsh",CASP,26,C,ML,140,0.27300000000000002,0.316,0.41499999999999998,465,127,17,2,15,57,64,29,40,0,1,10,0
"Rawls, Toots",OKC,31,3B,ML,152,0.32200000000000001,0.39200000000000002,0.56999999999999995,584,188,18,5,39,91,105,67,81,1,0,21,0
"Ray, Irv",DAY,30,2B,ML,158,0.32700000000000001,0.36,0.50900000000000001,645,211,48,0,23,100,106,33,35,0,1,24,1
"Redmond, Bill",CHES,30,CF,ML,109,0.22700000000000001,0.29699999999999999,0.32600000000000001,132,30,5,1,2,18,18,13,13,4,1,1,0
"Reeve, Eric",OMA,32,C,ML,157,0.23499999999999999,0.32400000000000001,0.44600000000000001,549,129,23,0,31,96,107,72,128,0,2,20,2
"Rice, Andrew",CHES,39,2B,ML,102,0.24299999999999999,0.315,0.34899999999999998,284,69,6,0,8,39,28,30,44,0,0,12,0
"Rice, Antonio",FRIS,29,3B,ML,43,0.34799999999999998,0.39700000000000002,0.57099999999999995,112,39,7,0,6,23,22,9,15,0,0,5,0
"Richard, Rich",PORT,33,2B,ML,153,0.27300000000000002,0.35299999999999998,0.45,565,154,17,1,27,91,87,70,109,0,1,21,1
"Richards, Roy",PEOR,26,C,ML,42,0.26300000000000001,0.27300000000000002,0.33600000000000002,137,36,10,0,0,15,7,2,9,1,1,12,1
"Riggleman, Gary",LAKE,30,C,ML,128,0.28799999999999998,0.35599999999999998,0.36499999999999999,274,79,12,0,3,42,35,29,38,0,2,9,2
"Rivera, Mike",CASP,31,1B,ML,135,0.33300000000000002,0.35899999999999999,0.497,567,189,39,3,16,96,57,23,37,1,2,25,2
"Robinson, Raul",FRIS,35,C,ML,42,0.25,0.33,0.35,100,25,4,0,2,14,6,12,24,0,0,4,0
"Rowley, Charles",SCRN,30,2B,ML,128,0.27700000000000002,0.34499999999999997,0.45700000000000002,394,109,25,2,14,62,61,41,86,0,0,16,0
"Rudel, Richard",ROCK,28,RF,ML,64,0.30499999999999999,0.374,0.36599999999999999,82,25,2,0,1,12,4,9,7,1,0,3,0
"Rudolph, Heath",CASP,34,1B,ML,74,0.30099999999999999,0.36,0.40500000000000003,163,49,8,0,3,26,28,15,23,0,0,3,0
"Ruel, Muddy",ROCK,32,3B,ML,160,0.312,0.39,0.47799999999999998,581,181,34,3,19,84,102,75,97,0,1,18,1
"Ruelas, Samuel",TEX,36,LF,ML,155,0.31900000000000001,0.38200000000000001,0.48899999999999999,562,179,26,2,22,74,108,58,66,0,2,18,1
"Ruiz, Pedro",CASP,24,2B,ML,29,0.30299999999999999,0.374,0.46100000000000002,89,27,2,0,4,13,12,10,15,0,1,1,1
"Ruppel, Kyle",ROCK,35,C,ML,151,0.28999999999999998,0.36299999999999999,0.55900000000000005,510,148,14,0,41,86,98,58,139,0,0,12,0
"Ryder, Jesse",AUCK,29,1B,ML,153,0.33900000000000002,0.40400000000000003,0.59299999999999997,617,209,53,1,34,107,140,68,145,1,3,28,3
"Ryerson, Ned",FRIS,35,1B,ML,145,0.27500000000000002,0.40200000000000002,0.4,473,130,16,2,13,85,60,101,83,0,1,19,1
"Sadler, Benito",WISC,37,3B,ML,155,0.248,0.29899999999999999,0.39700000000000002,624,155,18,3,23,88,82,45,78,0,2,26,2
"Salazar, Pedro",CHES,27,1B,ML,152,0.317,0.36399999999999999,0.59299999999999997,637,202,51,7,37,114,127,47,97,0,0,20,0
"Sanchez, Roger",ROCK,32,1B,ML,156,0.32600000000000001,0.38200000000000001,0.57299999999999995,616,201,41,3,35,113,120,56,86,0,2,21,2
"Sanderman, Will",OMA,31,LF,ML,142,0.28899999999999998,0.35099999999999998,0.45800000000000002,537,155,23,4,20,75,86,52,69,0,1,18,1
"Sanders, Jose",ELP,29,3B,ML,83,0.29299999999999998,0.371,0.40300000000000002,283,83,19,0,4,30,30,35,29,0,1,23,0
"Schindler, Jimmy",ALTO,35,SS,ML,160,0.29599999999999999,0.35,0.438,564,167,31,5,13,83,92,47,82,0,0,21,0
"Scott, Dave",BANG,28,CF,ML,160,0.29799999999999999,0.33500000000000002,0.48799999999999999,660,197,48,1,25,115,100,36,106,20,12,14,0
"Scott, Rogelio",NORW,25,3B,ML,131,0.33200000000000002,0.378,0.441,202,67,17,1,1,34,26,15,19,8,10,5,0
"Seay, Jim",AUCK,29,3B,ML,10,1,1,1,2,2,0,0,0,2,0,0,0,3,0,0,0
"Sehnert, Jack",EDMO,36,C,ML,126,0.28999999999999998,0.35499999999999998,0.35799999999999998,441,128,16,1,4,52,38,44,52,5,7,5,1
"Selleck, John",MIDL,28,CF,ML,155,0.34699999999999998,0.374,0.41799999999999998,438,152,20,4,1,71,49,19,35,14,5,21,1
"Sharko, Bryan",BANG,28,SS,ML,133,0.25,0.32300000000000001,0.36599999999999999,492,123,25,1,10,73,59,53,85,25,13,15,3
"Sheladia, Bill",OMA,34,1B,ML,140,0.24199999999999999,0.34399999999999997,0.46500000000000002,508,123,15,4,30,101,94,79,124,0,0,11,0
"Shelor Jr, Minh",PORT,32,3B,ML,158,0.32400000000000001,0.35699999999999998,0.43,574,186,31,0,10,65,76,29,46,2,2,29,1
"Shelton, Lawrence",IDA,30,SS,ML,146,0.255,0.29599999999999999,0.44500000000000001,467,119,15,4,22,50,63,27,105,0,2,10,2
"Sherretts, Brock",AUCK,28,2B,ML,158,0.34300000000000003,0.375,0.49,676,232,61,1,12,100,91,34,94,11,11,27,2
"Silva, Anthony",LAKE,31,RF,ML,149,0.28399999999999997,0.36599999999999999,0.42599999999999999,573,163,25,4,16,104,90,74,74,0,0,22,0
"Singer, Ron",ALTO,25,2B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sirin, Michael",SF,23,RF,ML,130,0.25700000000000001,0.32700000000000001,0.433,416,107,20,4,15,60,61,43,61,15,10,16,2
"Sittloh, Jacob",MAHO,31,CF,ML,142,0.30199999999999999,0.35399999999999998,0.45700000000000002,569,172,26,1,20,81,99,46,69,0,1,28,1
"Sloan, Anthony (2)",ERIE,31,CF,ML,156,0.28699999999999998,0.35599999999999998,0.36699999999999999,537,154,28,3,3,78,62,58,45,17,10,18,2
"Slusarski, Dan",ALTO,30,2B,ML,154,0.29399999999999998,0.34499999999999997,0.49299999999999999,635,187,29,8,27,91,112,49,66,1,1,22,0
"Snider, Jack",ROME,26,CF,ML,130,0.309,0.36799999999999999,0.497,457,141,23,3,19,79,73,43,86,1,3,15,0
"Snow, Jon",NORW,28,LF,ML,155,0.32700000000000001,0.37,0.60899999999999999,588,192,72,8,26,109,114,41,100,0,1,20,1
"Sockwell, Sam",MAHO,26,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soules, John",RICH,24,SS,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spataro, Dominic",EDMO,36,3B,ML,155,0.25,0.30199999999999999,0.34499999999999997,579,145,16,0,13,67,66,43,75,1,4,33,0
"Spidell, Joe",BANG,28,1B,ML,149,0.28699999999999998,0.35699999999999998,0.47499999999999998,501,144,28,0,22,88,75,54,70,6,9,18,1
"Sprecher, Bill",SF,32,C,ML,67,0.14399999999999999,0.26700000000000002,0.222,90,13,1,0,2,10,7,15,26,0,0,4,0
"Stclair, Courtney",WISC,34,2B,ML,94,0.36699999999999999,0.39500000000000002,0.55400000000000005,177,65,13,1,6,30,34,8,12,0,0,6,0
"Stennis, William",LAKE,36,3B,ML,102,0.26700000000000002,0.318,0.39700000000000002,360,96,18,1,9,49,52,27,67,0,2,11,2
"Stephens, Charles",IDA,26,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sterlace, Douglas",ERIE,25,1B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stokes, Grady",DAY,28,LF,ML,149,0.29299999999999998,0.37,0.438,543,159,20,4,17,86,69,67,69,3,4,14,1
"Sturgis, Lou",SUGR,28,3B,ML,157,0.32,0.38700000000000001,0.51400000000000001,572,183,40,1,23,113,98,63,47,1,1,31,1
"Sweeney, Joe",EDMO,31,CF,ML,156,0.27900000000000003,0.309,0.374,570,159,30,3,6,85,69,25,109,32,11,16,1
"Thompson, Ralph (42)",PEOR,24,CF,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Threats, Alejandro",ROCK,29,CF,ML,44,0.29399999999999998,0.35099999999999998,0.57399999999999995,68,20,1,0,6,14,14,6,11,0,0,4,0
"Tigano, Grady",PORT,27,LF,ML,58,0.26700000000000002,0.32,0.36699999999999999,90,24,3,0,2,18,13,7,7,8,5,6,0
"Torres, Dennis",ROCK,26,RF,ML,140,0.29299999999999998,0.39800000000000002,0.40400000000000003,314,92,17,0,6,49,36,55,35,18,11,13,1
"Trask, Cal",OMA,36,2B,ML,152,0.28599999999999998,0.38700000000000001,0.495,574,164,30,0,30,107,86,95,124,0,2,17,2
"Treptow, Dave",MAIN,34,CF,ML,149,0.26,0.32200000000000001,0.36899999999999999,558,145,31,0,10,57,63,51,79,0,2,21,0
"Triola, Paul",FRIS,29,RF,ML,153,0.28499999999999998,0.35399999999999998,0.45800000000000002,568,162,38,0,20,91,96,60,97,0,3,23,3
"Tunney, Isaac",EDMO,35,SS,ML,138,0.314,0.378,0.40799999999999997,436,137,11,6,6,67,56,45,44,30,17,9,0
"Turkel, Israel",ROME,33,C,ML,112,0.27,0.33300000000000002,0.378,230,62,11,1,4,38,19,22,32,3,8,7,1
"Unique, Ason",LOUI,26,3B,ML,151,0.27300000000000002,0.36099999999999999,0.48899999999999999,499,136,16,1,30,83,88,69,90,2,2,24,1
"Urquidez, Bobby",ERIE,27,C,ML,51,0.28399999999999997,0.36599999999999999,0.33900000000000002,109,31,3,0,1,14,9,14,20,0,0,4,0
"Vandewater, Taran",OKC,30,1B,ML,117,0.30499999999999999,0.36899999999999999,0.48599999999999999,465,142,23,2,19,89,83,47,60,16,5,18,1
"Vanhaitsma, Ben",ALTO,34,3B,ML,113,0.28999999999999998,0.32,0.371,221,64,13,1,1,29,33,10,12,0,0,11,0
"Varga, Ignacio",WISC,36,LF,ML,131,0.315,0.372,0.46500000000000002,473,149,25,8,10,88,73,43,68,0,0,23,0
"Varughese, Fritz",MIDL,30,2B,ML,109,0.28199999999999997,0.32100000000000001,0.379,174,49,11,0,2,29,25,10,15,0,1,10,0
"Vasquez, Bob",DAY,35,SS,ML,157,0.29099999999999998,0.38500000000000001,0.42099999999999999,556,162,16,1,18,96,73,85,102,11,8,25,0
"Vasquez, Dick",OKC,31,SS,ML,152,0.29699999999999999,0.34200000000000003,0.41799999999999998,644,191,41,2,11,104,80,44,29,21,9,19,0
"Verrill, Johnnie",DAY,28,C,ML,152,0.26500000000000001,0.29199999999999998,0.40300000000000002,528,140,23,1,16,49,80,20,56,0,1,11,1
"Vile, Durance",CASP,23,SS,ML,29,0.30299999999999999,0.34100000000000003,0.45100000000000001,122,37,4,1,4,20,13,7,18,0,0,3,0
"Villalobos, Pete",NORW,25,2B,ML,133,0.3,0.34300000000000003,0.48299999999999998,460,138,25,4,17,65,71,30,94,0,0,17,0
"Visalli, Ronnie",LOUI,29,RF,ML,156,0.249,0.35099999999999998,0.51100000000000001,554,138,28,0,39,108,80,87,160,4,2,17,1
"Vorenus, Lucius",CASP,27,CF,ML,156,0.38800000000000001,0.42099999999999999,0.69199999999999995,655,254,64,0,45,139,140,38,52,0,0,21,0
"Wade, Bruno",ELP,25,1B,ML,153,0.27600000000000002,0.32100000000000001,0.44700000000000001,555,153,30,1,21,75,81,37,65,0,0,10,0
"Waldenmyer, Jordan",ROME,28,CF,ML,161,0.318,0.374,0.45,551,175,25,6,12,65,78,50,68,0,1,16,1
"Walker, Jason",DAY,30,3B,ML,156,0.30099999999999999,0.36099999999999999,0.40899999999999997,635,191,46,4,5,102,67,60,49,0,1,26,1
"Wall, Truman",DAY,33,1B,ML,150,0.28899999999999998,0.33200000000000002,0.45800000000000002,515,149,26,2,19,82,85,33,64,0,0,19,0
"Ward, Eugene",CASP,28,3B,ML,152,0.29699999999999999,0.36699999999999999,0.51300000000000001,546,162,33,5,25,82,89,61,113,2,1,25,1
"Watney, Mark",NORW,37,3B,ML,150,0.253,0.35099999999999998,0.36499999999999999,554,140,34,2,8,91,60,84,127,1,0,18,0
"Waynick, Jason",DAY,26,LF,ML,39,0.24099999999999999,0.3,0.30099999999999999,83,20,5,0,0,8,5,7,12,0,0,3,0
"Weast, Ivan",OKC,35,C,ML,58,0.27800000000000002,0.35499999999999998,0.377,151,42,7,1,2,19,20,18,11,0,0,7,0
"Webb, Marcus",LOUI,34,LF,ML,156,0.28399999999999997,0.40400000000000003,0.42,567,161,15,1,20,106,83,114,91,0,0,19,0
"Weber, Potsie",MAIN,25,3B,ML,155,0.30399999999999999,0.36399999999999999,0.45600000000000002,550,167,39,3,13,78,78,52,73,1,3,20,3
