Name,ID,age,pos,HFA,POW,EYE,END,CTL,STF,ARM,FLD,GRADE,height,weight,pos2,throws,bats,arm_st,basespeed,hit_gb,hit_pull,hit_middle,hit_opp,hit_ab, hit_hit, hit_2b, hit_3b, hit_hr, hit_walk, hit_k,hit_avg_l,hit_avg_r,hit_obp_l,hit_obp_r,hit_slg_l,hit_slg_r,pit_gb, pit_end,pit_ab, pit_hit, pit_2b, pit_3b, pit_hr, pit_walk, pit_k,numpitches,pit1,qual_1, avg_1_l, avg_1_r, obp_1_l, obp_1_r, slg_1_l, slg_1_r,pit2,qual_2, avg_2_l, avg_2_r, obp_2_l, obp_2_r, slg_2_l, slg_2_r,pit3,qual_3, avg_3_l, avg_3_r, obp_3_l, obp_3_r, slg_3_l, slg_3_r,pit4,qual_4, avg_4_l, avg_4_r, obp_4_l, obp_4_r, slg_4_l, slg_4_r,pit5,qual_5, avg_5_l, avg_5_r, obp_5_l, obp_5_r, slg_5_l, slg_5_r,pit6,qual_6, avg_6_l, avg_6_r, obp_6_l, obp_6_r, slg_6_l, slg_6_r,of_rng, if_rng, fldper, p, c, b1, b2, b3, ss, lf, cf, rf
Frank Bettis,772,20,CF,48,14,47,35,10,10,12,79,72,184,CF,L,L,6.96,4.13,0.64,0.38,0.34,0.27,600,138,30,3,13,53,77,0.221,0.238,0.280,0.302,0.337,0.370,0.53,1.89,84,30,8,1,5,30,6,1,Fastball,1.00,0.355,0.369,0.522,0.541,0.645,0.674,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.71,4.29,0.992,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Johnny Danesi,773,22,RF,96,100,83,44,10,10,94,60,74,197,RF,R,S,7.12,2.78,0.47,0.46,0.29,0.24,600,170,35,4,39,109,124,0.282,0.283,0.393,0.394,0.551,0.552,0.41,2.36,84,30,8,1,5,30,6,1,Fastball,1.00,0.372,0.352,0.544,0.519,0.679,0.640,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.54,2.67,0.975,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Mark Moore,782,21,P,10,10,45,88,100,61,98,37,74,203,P,R,R,8.53,1.30,0.71,0.28,0.47,0.26,100,16,3,0,0,4,29,0.167,0.153,0.202,0.183,0.205,0.175,0.49,4.05,600,154,37,4,22,60,140,4,Fastball,0.30,0.243,0.224,0.313,0.289,0.436,0.398,Curve,0.21,0.264,0.245,0.334,0.309,0.457,0.418,Slider,0.22,0.276,0.257,0.346,0.321,0.469,0.430,Changeup,0.28,0.284,0.265,0.354,0.329,0.477,0.438,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.13,2.30,0.978,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lew Fail,785,20,P,10,10,21,100,43,98,92,49,77,250,P,R,R,9.13,3.15,0.72,0.40,0.45,0.15,100,14,4,1,0,5,42,0.149,0.131,0.192,0.170,0.217,0.183,0.56,7.21,600,165,34,4,20,85,202,3,Fastball,0.42,0.265,0.252,0.358,0.341,0.442,0.415,Curve,0.41,0.285,0.272,0.378,0.361,0.462,0.435,Sinker,0.17,0.311,0.298,0.403,0.386,0.487,0.461,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.61,3.21,0.990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lonnie Roehrich,787,18,P,10,10,44,100,92,67,100,55,73,211,P,R,R,8.88,3.50,0.73,0.19,0.46,0.35,100,13,2,0,0,6,33,0.138,0.122,0.189,0.169,0.165,0.135,0.38,8.00,600,175,55,6,32,45,134,3,Fastball,0.42,0.286,0.265,0.338,0.311,0.565,0.524,Changeup,0.27,0.307,0.286,0.359,0.332,0.586,0.545,Sinker,0.31,0.317,0.297,0.369,0.343,0.597,0.555,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.00,3.82,0.990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xavier Roberts,799,18,P,10,10,43,88,97,71,99,67,72,183,P,L,L,8.84,1.47,0.60,0.38,0.37,0.25,100,14,2,1,1,5,32,0.132,0.148,0.170,0.192,0.193,0.227,0.56,7.85,600,149,29,3,17,47,132,5,Fastball,0.23,0.211,0.227,0.264,0.283,0.348,0.378,Curve,0.20,0.232,0.247,0.284,0.303,0.368,0.398,Changeup,0.20,0.244,0.259,0.296,0.315,0.380,0.410,Sinker,0.20,0.256,0.271,0.308,0.327,0.392,0.422,Screwball,0.18,0.269,0.284,0.321,0.341,0.405,0.436,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.07,4.93,0.978,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cotton McKeag,800,22,P,10,10,22,90,96,49,98,40,76,217,P,R,R,8.53,1.40,0.70,0.30,0.40,0.29,100,14,4,1,1,3,38,0.149,0.131,0.176,0.154,0.247,0.213,0.45,4.06,600,163,49,5,29,64,137,5,Fastball,0.26,0.246,0.238,0.318,0.308,0.494,0.478,Curve,0.22,0.266,0.258,0.338,0.328,0.514,0.498,Slider,0.20,0.280,0.272,0.351,0.341,0.527,0.512,Changeup,0.27,0.287,0.279,0.359,0.349,0.535,0.519,Forkball,0.05,0.367,0.360,0.439,0.429,0.615,0.599,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.57,2.40,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bryan Romito,808,19,P,10,10,45,100,88,97,99,52,77,214,P,L,L,8.91,1.19,0.60,0.30,0.46,0.24,100,17,4,0,1,5,31,0.161,0.179,0.197,0.222,0.221,0.259,0.43,4.62,600,158,51,6,30,68,154,4,Fastball,0.34,0.235,0.247,0.308,0.324,0.482,0.507,Curve,0.23,0.255,0.268,0.328,0.345,0.502,0.528,Slider,0.30,0.265,0.278,0.338,0.355,0.512,0.538,Forkball,0.13,0.294,0.306,0.367,0.383,0.541,0.566,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.84,3.50,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joe Bolduc,810,18,P,10,10,44,97,94,45,95,58,73,188,P,L,L,8.74,1.46,0.65,0.28,0.40,0.32,100,17,4,0,1,3,28,0.164,0.176,0.186,0.202,0.228,0.252,0.54,7.55,600,165,55,6,32,48,107,4,Fastball,0.32,0.246,0.259,0.297,0.315,0.510,0.537,Curve,0.23,0.266,0.280,0.318,0.335,0.530,0.557,Slider,0.28,0.277,0.290,0.328,0.346,0.540,0.568,Changeup,0.17,0.298,0.311,0.349,0.367,0.561,0.589,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.65,4.03,0.985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elmer Parker,814,19,P,10,10,19,86,88,84,68,43,68,159,P,R,R,8.90,2.51,0.69,0.19,0.42,0.39,100,13,4,1,0,4,41,0.135,0.125,0.170,0.157,0.200,0.180,0.44,6.08,600,159,27,3,16,51,119,4,Fastball,0.25,0.247,0.233,0.307,0.288,0.390,0.361,Slider,0.30,0.268,0.253,0.327,0.308,0.410,0.381,Changeup,0.26,0.281,0.267,0.341,0.322,0.424,0.395,Sinker,0.19,0.299,0.285,0.358,0.340,0.442,0.413,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.03,2.72,0.984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Louis Privette,833,18,P,10,10,39,97,89,76,100,47,74,192,P,L,L,8.94,3.18,0.58,0.43,0.42,0.15,100,15,4,1,1,5,35,0.143,0.157,0.182,0.199,0.227,0.253,0.60,5.95,600,193,40,4,23,72,152,5,Fastball,0.29,0.288,0.301,0.358,0.375,0.480,0.507,Curve,0.20,0.308,0.322,0.379,0.396,0.501,0.528,Slider,0.24,0.319,0.332,0.389,0.406,0.511,0.538,Changeup,0.18,0.335,0.348,0.405,0.422,0.528,0.554,Sinker,0.10,0.366,0.380,0.437,0.454,0.559,0.586,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.90,3.06,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kurt Boykin,835,22,P,10,10,42,100,92,85,100,63,74,226,P,R,R,8.64,3.90,0.61,0.40,0.32,0.28,100,16,3,1,1,4,31,0.167,0.153,0.202,0.183,0.254,0.226,0.57,7.35,600,174,53,6,31,52,119,5,Fastball,0.27,0.266,0.255,0.325,0.310,0.534,0.511,Curve,0.29,0.286,0.275,0.345,0.330,0.554,0.531,Slider,0.16,0.305,0.294,0.364,0.350,0.573,0.551,Changeup,0.20,0.313,0.301,0.371,0.357,0.580,0.558,Forkball,0.09,0.350,0.339,0.409,0.394,0.618,0.595,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.11,4.53,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Tillman,842,20,2B,68,55,68,42,10,10,85,41,76,216,2B,R,S,5.38,3.31,0.44,0.32,0.60,0.08,600,148,36,2,13,71,92,0.249,0.245,0.328,0.325,0.380,0.377,0.40,2.23,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.523,0.672,0.648,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.45,5.31,0.998,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Al Watson,846,18,C,41,10,89,24,10,10,51,61,73,188,C,R,R,5.73,1.17,0.62,0.30,0.46,0.24,600,159,34,6,4,54,42,0.273,0.258,0.336,0.316,0.375,0.344,0.55,1.52,84,30,8,1,5,30,6,1,Fastball,1.00,0.370,0.354,0.541,0.521,0.675,0.644,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.91,1.00,0.978,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shane Walker,849,19,RF,36,57,60,16,10,10,81,10,75,215,RF,R,R,5.54,2.70,0.60,0.44,0.35,0.21,600,124,27,3,11,47,79,0.211,0.202,0.270,0.259,0.327,0.310,0.52,1.22,84,30,8,1,5,30,6,1,Fastball,1.00,0.370,0.354,0.542,0.521,0.676,0.643,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.00,1.30,0.992,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Miguel Atchison,858,22,2B,48,51,77,52,10,10,80,84,72,188,2B,R,R,8.62,3.58,0.52,0.25,0.55,0.21,600,151,31,1,10,81,33,0.258,0.246,0.348,0.333,0.371,0.348,0.44,2.93,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.356,0.540,0.523,0.673,0.647,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.98,5.65,0.991,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Joe Blankenberg,861,18,3B,44,10,95,38,10,10,85,33,74,196,3B,R,R,8.45,2.75,0.68,0.38,0.44,0.18,600,139,37,1,4,25,39,0.238,0.226,0.271,0.256,0.327,0.304,0.39,2.00,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.524,0.671,0.648,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.53,2.81,0.985,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Frederick McKeon,866,19,SS,33,26,96,48,10,10,81,90,72,192,SS,R,R,7.47,3.13,0.47,0.27,0.53,0.20,600,127,27,0,9,62,89,0.217,0.206,0.292,0.278,0.311,0.288,0.45,2.66,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.355,0.541,0.522,0.674,0.645,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.75,6.27,0.981,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Michael Mannon,868,22,LF,88,10,46,23,10,10,84,91,73,196,LF,R,R,3.43,3.83,0.64,0.31,0.44,0.25,600,154,31,3,10,71,63,0.265,0.249,0.346,0.326,0.387,0.356,0.37,1.46,84,30,8,1,5,30,6,1,Fastball,1.00,0.370,0.354,0.542,0.521,0.676,0.644,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.52,3.48,0.987,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Eric Kess,870,18,C,10,10,69,22,10,10,77,63,69,170,C,R,R,3.50,1.90,0.63,0.48,0.35,0.18,600,139,15,0,12,25,69,0.237,0.225,0.269,0.254,0.331,0.306,0.40,1.44,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.356,0.540,0.523,0.673,0.647,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,1.06,1.56,0.983,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maximo Reyes,871,18,1B,68,48,93,50,10,10,57,76,72,206,1B,R,L,4.93,4.72,0.56,0.16,0.60,0.24,600,164,28,5,11,61,71,0.266,0.281,0.331,0.350,0.377,0.407,0.47,2.81,84,30,8,1,5,30,6,1,Fastball,1.00,0.371,0.353,0.543,0.520,0.677,0.642,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.52,6.50,0.985,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Myers,876,18,2B,50,10,80,40,10,10,84,91,73,199,DH,R,R,5.72,3.45,0.55,0.32,0.36,0.32,600,145,13,1,3,44,42,0.248,0.236,0.301,0.286,0.293,0.269,0.57,2.08,84,30,8,1,5,30,6,1,Fastball,1.00,0.367,0.357,0.538,0.525,0.670,0.649,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.91,5.61,0.997,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Michael Boufford,878,18,3B,76,42,75,44,10,10,89,84,72,191,3B,R,L,8.13,3.15,0.65,0.43,0.34,0.24,600,155,35,5,3,40,93,0.250,0.267,0.294,0.315,0.330,0.364,0.42,2.35,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.355,0.541,0.522,0.674,0.645,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.10,3.71,0.979,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Nelson Caballero,885,18,SS,51,32,87,46,10,10,63,95,75,226,SS,R,R,4.82,4.83,0.54,0.33,0.44,0.23,600,137,32,3,9,57,61,0.235,0.221,0.304,0.286,0.351,0.323,0.37,2.49,84,30,8,1,5,30,6,1,Fastball,1.00,0.371,0.353,0.543,0.520,0.677,0.642,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.82,6.65,0.989,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
Charles Jordan,888,20,LF,26,80,52,15,10,10,86,91,72,202,LF,R,R,4.71,4.14,0.57,0.36,0.40,0.23,600,157,39,3,23,45,95,0.271,0.254,0.325,0.303,0.466,0.433,0.34,1.20,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.357,0.538,0.524,0.671,0.649,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,5.85,4.13,0.981,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Zachary Kinney,893,20,CF,43,10,66,33,10,10,93,57,73,212,CF,R,L,7.42,4.81,0.66,0.32,0.54,0.13,600,132,34,3,5,35,102,0.211,0.228,0.252,0.274,0.294,0.328,0.44,1.82,84,30,8,1,5,30,6,1,Fastball,1.00,0.368,0.356,0.539,0.524,0.672,0.648,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,5.26,4.66,0.982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Kevin Cooper,894,19,RF,70,10,94,12,10,10,88,69,75,234,RF,R,R,5.25,4.52,0.72,0.50,0.35,0.14,600,157,23,5,1,27,45,0.271,0.252,0.305,0.281,0.342,0.305,0.33,1.08,84,30,8,1,5,30,6,1,Fastball,1.00,0.369,0.355,0.540,0.522,0.674,0.646,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,4.44,3.70,0.988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Elton Bacha,897,20,P,10,10,37,92,91,21,99,54,75,204,P,R,R,8.68,3.22,0.65,0.48,0.35,0.16,100,13,2,1,1,4,34,0.137,0.123,0.172,0.155,0.214,0.186,0.61,5.79,600,175,48,5,28,35,89,5,Fastball,0.22,0.267,0.256,0.308,0.294,0.511,0.490,Curve,0.16,0.287,0.277,0.328,0.315,0.531,0.510,Slider,0.28,0.296,0.285,0.337,0.323,0.540,0.519,Changeup,0.29,0.308,0.297,0.349,0.335,0.552,0.531,Sinker,0.05,0.395,0.384,0.436,0.422,0.639,0.618,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.54,3.71,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Babe Rodabaugh,898,22,P,10,10,53,69,94,39,100,46,72,211,P,R,R,9.09,3.15,0.68,0.16,0.56,0.28,100,14,4,1,0,3,21,0.146,0.134,0.173,0.157,0.213,0.187,0.51,3.21,600,164,28,3,16,49,138,5,Fastball,0.36,0.255,0.238,0.313,0.291,0.404,0.370,Curve,0.17,0.279,0.261,0.336,0.314,0.427,0.393,Slider,0.15,0.291,0.274,0.349,0.327,0.440,0.406,Changeup,0.18,0.299,0.282,0.357,0.335,0.448,0.414,Split Finger,0.14,0.317,0.299,0.374,0.352,0.465,0.431,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.83,2.98,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chad Christopher,913,18,P,10,10,53,91,91,64,91,53,70,192,P,R,R,8.84,1.79,0.58,0.32,0.40,0.28,100,17,4,0,0,5,25,0.181,0.159,0.223,0.196,0.231,0.189,0.48,7.01,600,180,39,4,22,59,89,4,Fastball,0.27,0.282,0.271,0.346,0.333,0.477,0.456,Curve,0.24,0.302,0.292,0.366,0.353,0.497,0.476,Slider,0.22,0.315,0.305,0.380,0.366,0.511,0.489,Changeup,0.27,0.324,0.314,0.389,0.375,0.520,0.498,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.09,3.61,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tom Kilkenny,921,20,P,10,10,11,69,70,54,100,51,71,176,P,L,L,8.33,3.39,0.73,0.27,0.46,0.27,100,13,2,0,1,4,44,0.122,0.138,0.154,0.173,0.165,0.195,0.46,4.67,600,164,35,4,20,51,89,4,Fastball,0.38,0.244,0.261,0.298,0.320,0.408,0.443,Curve,0.22,0.265,0.283,0.319,0.341,0.430,0.464,Changeup,0.25,0.276,0.293,0.330,0.352,0.440,0.474,Forkball,0.14,0.299,0.316,0.353,0.375,0.464,0.498,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.50,3.45,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cal Simpkins,937,19,P,10,10,51,97,56,42,82,60,73,188,P,L,L,8.75,3.99,0.68,0.37,0.43,0.20,100,14,4,0,0,6,28,0.132,0.148,0.178,0.199,0.163,0.197,0.47,6.83,600,178,49,5,28,80,157,4,Fastball,0.26,0.263,0.282,0.344,0.368,0.496,0.533,Changeup,0.33,0.283,0.302,0.364,0.388,0.516,0.554,Sinker,0.23,0.299,0.318,0.380,0.404,0.532,0.570,Forkball,0.18,0.315,0.334,0.396,0.419,0.548,0.585,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.35,4.23,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Willis Haskins,946,18,P,10,10,19,100,95,50,95,45,75,231,P,L,L,8.83,1.44,0.73,0.22,0.35,0.44,100,17,4,0,1,4,41,0.163,0.177,0.192,0.211,0.225,0.255,0.63,8.00,600,167,26,3,15,47,125,4,Fastball,0.21,0.246,0.259,0.297,0.313,0.366,0.391,Curve,0.31,0.267,0.279,0.318,0.334,0.387,0.411,Slider,0.16,0.287,0.299,0.337,0.354,0.406,0.431,Changeup,0.32,0.288,0.300,0.339,0.355,0.407,0.432,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.79,2.90,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Syd Lucas,950,20,P,10,10,27,74,93,81,100,48,73,197,P,R,R,8.68,2.44,0.58,0.29,0.56,0.15,100,17,4,0,1,4,38,0.178,0.162,0.212,0.192,0.255,0.225,0.47,6.37,600,175,55,6,32,45,145,4,Fastball,0.20,0.272,0.256,0.324,0.302,0.549,0.516,Curve,0.33,0.293,0.277,0.345,0.324,0.571,0.538,Changeup,0.36,0.306,0.289,0.357,0.336,0.583,0.550,Split Finger,0.12,0.341,0.325,0.393,0.372,0.619,0.586,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.35,3.10,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oscar Medeiros,954,20,P,10,10,45,88,90,37,97,44,73,207,P,R,L,8.53,3.37,0.54,0.27,0.58,0.15,100,17,2,0,1,5,31,0.163,0.177,0.201,0.218,0.206,0.234,0.51,7.82,600,174,22,2,13,37,67,4,Fastball,0.28,0.272,0.260,0.316,0.300,0.389,0.365,Slider,0.18,0.293,0.281,0.337,0.321,0.410,0.386,Changeup,0.34,0.301,0.289,0.345,0.329,0.418,0.394,Sinker,0.20,0.320,0.308,0.364,0.348,0.437,0.413,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,3.39,2.88,0.974,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jose Renteria,957,21,P,10,10,11,100,90,49,95,35,75,201,P,R,R,8.51,3.62,0.67,0.30,0.41,0.29,100,13,3,0,0,3,42,0.137,0.123,0.164,0.147,0.173,0.147,0.48,8.00,600,168,56,6,32,47,154,5,Fastball,0.30,0.261,0.246,0.316,0.296,0.543,0.513,Slider,0.22,0.281,0.266,0.336,0.316,0.564,0.533,Changeup,0.22,0.294,0.278,0.348,0.329,0.576,0.546,Sinker,0.07,0.339,0.324,0.394,0.375,0.622,0.591,Forkball,0.19,0.315,0.300,0.370,0.350,0.597,0.567,unknown,0.00,0.000,0.000,0.000,0.000,0.000,0.000,2.89,2.18,0.987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
